id,source_file,target_table,portal_id,content_type,status_to_insert,title_ar,title_en,category,sort_order,already_imported,included_in_this_import,exclusion_reason
iot-lab-glossary-sensor,content-source/_normalized/iot-lab/glossary/iot-lab-glossary-sensor.json,iot_glossary,iot-lab,glossary,draft,مستشعر (Sensor),Sensor,إنترنت الأشياء,440,False,True,
iot-lab-glossary-serial-monitor,content-source/_normalized/iot-lab/glossary/iot-lab-glossary-serial-monitor.json,iot_glossary,iot-lab,glossary,draft,الشاشة التسلسلية,,إنترنت الأشياء,290,False,True,
iot-lab-glossary-soldering,content-source/_normalized/iot-lab/glossary/iot-lab-glossary-soldering.json,iot_glossary,iot-lab,glossary,draft,اللحام (Soldering),Soldering,إنترنت الأشياء,450,False,True,
iot-lab-glossary-spi-2,content-source/_normalized/iot-lab/glossary/iot-lab-glossary-spi-2.json,iot_glossary,iot-lab,glossary,draft,بروتوكول SPI,Serial Peripheral Interface,إنترنت الأشياء,460,False,True,
iot-lab-glossary-spi,content-source/_normalized/iot-lab/glossary/iot-lab-glossary-spi.json,iot_glossary,iot-lab,glossary,draft,بروتوكول SPI,,إنترنت الأشياء,300,False,True,
iot-lab-glossary-transistor,content-source/_normalized/iot-lab/glossary/iot-lab-glossary-transistor.json,iot_glossary,iot-lab,glossary,draft,ترانزستور (Transistor),Transistor,إنترنت الأشياء,470,False,True,
iot-lab-glossary-uart-2,content-source/_normalized/iot-lab/glossary/iot-lab-glossary-uart-2.json,iot_glossary,iot-lab,glossary,draft,بروتوكول UART,Universal Asynchronous Receiver-Transmitter,إنترنت الأشياء,480,False,True,
iot-lab-glossary-uart,content-source/_normalized/iot-lab/glossary/iot-lab-glossary-uart.json,iot_glossary,iot-lab,glossary,draft,بروتوكول UART,,إنترنت الأشياء,310,False,True,
iot-lab-glossary-voltage,content-source/_normalized/iot-lab/glossary/iot-lab-glossary-voltage.json,iot_glossary,iot-lab,glossary,draft,الجهد الكهربائي (Voltage),Voltage,إنترنت الأشياء,490,False,True,
iot-lab-glossary-wifi-module,content-source/_normalized/iot-lab/glossary/iot-lab-glossary-wifi-module.json,iot_glossary,iot-lab,glossary,draft,وحدة واي فاي (Wi-Fi Module),Wi-Fi Module,إنترنت الأشياء,500,False,True,
iot-lab-prompt-analog-circuit,content-source/_normalized/iot-lab/prompts/iot-lab-prompt-analog-circuit.json,iot_prompts,iot-lab,prompt,draft,شرح دائرة تماثلية,Analog Circuit,إنترنت الأشياء,10,False,True,
iot-lab-prompt-arduino-blink,content-source/_normalized/iot-lab/prompts/iot-lab-prompt-arduino-blink.json,iot_prompts,iot-lab,prompt,draft,كتابة كود وميض (Blink) للأردوينو,Arduino Blink Code Generation,إنترنت الأشياء,20,False,True,
iot-lab-prompt-battery-monitor,content-source/_normalized/iot-lab/prompts/iot-lab-prompt-battery-monitor.json,iot_prompts,iot-lab,prompt,draft,مراقبة مستوى البطارية,Battery Level Monitor,إنترنت الأشياء,30,False,True,
iot-lab-prompt-button-debounce,content-source/_normalized/iot-lab/prompts/iot-lab-prompt-button-debounce.json,iot_prompts,iot-lab,prompt,draft,قراءة حالة زر مع تفادي الارتداد (Debounce),Button Reading with Debounce,إنترنت الأشياء,40,False,True,
iot-lab-prompt-calibrate-sensor,content-source/_normalized/iot-lab/prompts/iot-lab-prompt-calibrate-sensor.json,iot_prompts,iot-lab,prompt,draft,معايرة مستشعر,Calibrate Sensor,إنترنت الأشياء,50,False,True,
iot-lab-prompt-dht11-sensor,content-source/_normalized/iot-lab/prompts/iot-lab-prompt-dht11-sensor.json,iot_prompts,iot-lab,prompt,draft,قراءة بيانات حساس DHT11,DHT11 Sensor Reading,إنترنت الأشياء,60,False,True,
iot-lab-prompt-esp32-vs-arduino,content-source/_normalized/iot-lab/prompts/iot-lab-prompt-esp32-vs-arduino.json,iot_prompts,iot-lab,prompt,draft,مقارنة بين إي إس بي وأردوينو,Esp32 Vs Arduino,إنترنت الأشياء,70,False,True,
iot-lab-prompt-esp32-webserver,content-source/_normalized/iot-lab/prompts/iot-lab-prompt-esp32-webserver.json,iot_prompts,iot-lab,prompt,draft,إنشاء خادم ويب بسيط بـ ESP32,Simple ESP32 Webserver,إنترنت الأشياء,80,False,True,
iot-lab-prompt-esp32-wifi,content-source/_normalized/iot-lab/prompts/iot-lab-prompt-esp32-wifi.json,iot_prompts,iot-lab,prompt,draft,إعداد اتصال Wi-Fi في ESP32,ESP32 Wi-Fi Setup,إنترنت الأشياء,90,False,True,
iot-lab-prompt-explain-pwm,content-source/_normalized/iot-lab/prompts/iot-lab-prompt-explain-pwm.json,iot_prompts,iot-lab,prompt,draft,شرح تقنية PWM,Explain Pwm,إنترنت الأشياء,100,False,True,
iot-lab-prompt-fix-arduino-code,content-source/_normalized/iot-lab/prompts/iot-lab-prompt-fix-arduino-code.json,iot_prompts,iot-lab,prompt,draft,تصحيح كود أردوينو,Fix Arduino Code,إنترنت الأشياء,110,False,True,
iot-lab-prompt-i2c-lcd,content-source/_normalized/iot-lab/prompts/iot-lab-prompt-i2c-lcd.json,iot_prompts,iot-lab,prompt,draft,عرض نص على شاشة LCD ببروتوكول I2C,Display Text on I2C LCD,إنترنت الأشياء,120,False,True,
iot-lab-prompt-interrupt-usage,content-source/_normalized/iot-lab/prompts/iot-lab-prompt-interrupt-usage.json,iot_prompts,iot-lab,prompt,draft,استخدام المقاطعات (Interrupts),Using Interrupts,إنترنت الأشياء,130,False,True,
iot-lab-prompt-mqtt-publish,content-source/_normalized/iot-lab/prompts/iot-lab-prompt-mqtt-publish.json,iot_prompts,iot-lab,prompt,draft,نشر بيانات عبر MQTT,MQTT Data Publishing,إنترنت الأشياء,140,False,True,
iot-lab-prompt-pid-controller,content-source/_normalized/iot-lab/prompts/iot-lab-prompt-pid-controller.json,iot_prompts,iot-lab,prompt,draft,تنفيذ متحكم PID بسيط,Simple PID Controller Implementation,إنترنت الأشياء,150,False,True,
iot-lab-prompt-pwm-led,content-source/_normalized/iot-lab/prompts/iot-lab-prompt-pwm-led.json,iot_prompts,iot-lab,prompt,draft,التحكم في شدة إضاءة LED بـ PWM,LED Brightness Control with PWM,إنترنت الأشياء,160,False,True,
iot-lab-prompt-python-script-rpi,content-source/_normalized/iot-lab/prompts/iot-lab-prompt-python-script-rpi.json,iot_prompts,iot-lab,prompt,draft,كود بايثون لرازبري باي,Python Script Rpi,إنترنت الأشياء,170,False,True,
iot-lab-prompt-raspberry-pi-gpio,content-source/_normalized/iot-lab/prompts/iot-lab-prompt-raspberry-pi-gpio.json,iot_prompts,iot-lab,prompt,draft,التحكم في منافذ GPIO في راسبيري باي,Raspberry Pi GPIO Control,إنترنت الأشياء,180,False,True,
iot-lab-prompt-relay-module,content-source/_normalized/iot-lab/prompts/iot-lab-prompt-relay-module.json,iot_prompts,iot-lab,prompt,draft,التحكم في مُرحل (Relay),Relay Module Control,إنترنت الأشياء,190,False,True,
iot-lab-prompt-sd-card-log,content-source/_normalized/iot-lab/prompts/iot-lab-prompt-sd-card-log.json,iot_prompts,iot-lab,prompt,draft,تسجيل البيانات على بطاقة SD,Data Logging to SD Card,إنترنت الأشياء,200,False,True,
iot-lab-prompt-sensor-read,content-source/_normalized/iot-lab/prompts/iot-lab-prompt-sensor-read.json,iot_prompts,iot-lab,prompt,draft,قراءة حساس تناظري,Analog Sensor Reading,إنترنت الأشياء,210,False,True,
iot-lab-prompt-serial-communication,content-source/_normalized/iot-lab/prompts/iot-lab-prompt-serial-communication.json,iot_prompts,iot-lab,prompt,draft,الاتصال التسلسلي بين لوحتين,Serial Communication Between Two Boards,إنترنت الأشياء,220,False,True,
iot-lab-prompt-servo-motor,content-source/_normalized/iot-lab/prompts/iot-lab-prompt-servo-motor.json,iot_prompts,iot-lab,prompt,draft,التحكم في محرك سيرفو,Servo Motor Control,إنترنت الأشياء,230,False,True,
iot-lab-prompt-setup-raspberry-pi,content-source/_normalized/iot-lab/prompts/iot-lab-prompt-setup-raspberry-pi.json,iot_prompts,iot-lab,prompt,draft,إعداد رازبري باي,Setup Raspberry Pi,إنترنت الأشياء,240,False,True,
iot-lab-prompt-stepper-motor,content-source/_normalized/iot-lab/prompts/iot-lab-prompt-stepper-motor.json,iot_prompts,iot-lab,prompt,draft,التحكم في محرك خطوي (Stepper),Stepper Motor Control,إنترنت الأشياء,250,False,True,
iot-lab-prompt-suggest-iot-project,content-source/_normalized/iot-lab/prompts/iot-lab-prompt-suggest-iot-project.json,iot_prompts,iot-lab,prompt,draft,اقتراح مشروع ذكي,Suggest Iot Project,إنترنت الأشياء,260,False,True,
iot-lab-prompt-troubleshoot-mqtt,content-source/_normalized/iot-lab/prompts/iot-lab-prompt-troubleshoot-mqtt.json,iot_prompts,iot-lab,prompt,draft,استكشاف أخطاء MQTT,Troubleshoot Mqtt,إنترنت الأشياء,270,False,True,
iot-lab-prompt-troubleshooting-guide,content-source/_normalized/iot-lab/prompts/iot-lab-prompt-troubleshooting-guide.json,iot_prompts,iot-lab,prompt,draft,دليل استكشاف الأخطاء,Troubleshooting Guide,إنترنت الأشياء,280,False,True,
iot-lab-prompt-ultrasonic-distance,content-source/_normalized/iot-lab/prompts/iot-lab-prompt-ultrasonic-distance.json,iot_prompts,iot-lab,prompt,draft,قياس المسافة بحساس الموجات فوق الصوتية,Distance Measurement with Ultrasonic Sensor,إنترنت الأشياء,290,False,True,
iot-lab-prompt-wire-sensor,content-source/_normalized/iot-lab/prompts/iot-lab-prompt-wire-sensor.json,iot_prompts,iot-lab,prompt,draft,توصيل مستشعر,Wire Sensor,إنترنت الأشياء,300,False,True,
iot-lab-resource-adafruit-learn,content-source/_normalized/iot-lab/resources/iot-lab-resource-adafruit-learn.json,iot_resources,iot-lab,resource,draft,منصة تعليم Adafruit,Adafruit Learning System,إنترنت الأشياء,10,False,True,
iot-lab-resource-adafruit-tutorials,content-source/_normalized/iot-lab/resources/iot-lab-resource-adafruit-tutorials.json,iot_resources,iot-lab,resource,draft,دروس آدافروت التعليمية,Adafruit Tutorials,إنترنت الأشياء,20,False,True,
iot-lab-resource-arduino-docs,content-source/_normalized/iot-lab/resources/iot-lab-resource-arduino-docs.json,iot_resources,iot-lab,resource,draft,توثيق أردوينو الرسمي,Arduino Docs,إنترنت الأشياء,30,False,True,
iot-lab-resource-arduino-json,content-source/_normalized/iot-lab/resources/iot-lab-resource-arduino-json.json,iot_resources,iot-lab,resource,draft,مكتبة ArduinoJson,ArduinoJson Library,إنترنت الأشياء,40,False,True,
iot-lab-resource-arduino-reference,content-source/_normalized/iot-lab/resources/iot-lab-resource-arduino-reference.json,iot_resources,iot-lab,resource,draft,مرجع لغة أردوينو الرسمي,Arduino Language Reference,إنترنت الأشياء,50,False,True,
iot-lab-resource-blynk,content-source/_normalized/iot-lab/resources/iot-lab-resource-blynk.json,iot_resources,iot-lab,resource,draft,تطبيق ومنصة Blynk,Blynk IoT Platform,إنترنت الأشياء,60,False,True,
iot-lab-resource-circuit-basics,content-source/_normalized/iot-lab/resources/iot-lab-resource-circuit-basics.json,iot_resources,iot-lab,resource,draft,أساسيات الدوائر الإلكترونية,Circuit Basics,إنترنت الأشياء,70,False,True,
iot-lab-resource-circuitpython,content-source/_normalized/iot-lab/resources/iot-lab-resource-circuitpython.json,iot_resources,iot-lab,resource,draft,سيركت بايثون,CircuitPython,إنترنت الأشياء,80,False,True,
iot-lab-resource-datasheet-catalog,content-source/_normalized/iot-lab/resources/iot-lab-resource-datasheet-catalog.json,iot_resources,iot-lab,resource,draft,دليل أوراق البيانات (Datasheets),Datasheets,إنترنت الأشياء,160,False,True,
iot-lab-resource-esp32-datasheet,content-source/_normalized/iot-lab/resources/iot-lab-resource-esp32-datasheet.json,iot_resources,iot-lab,resource,draft,ورقة بيانات ESP32,Esp32 Datasheet,إنترنت الأشياء,90,False,True,
iot-lab-resource-esp32-idf-docs,content-source/_normalized/iot-lab/resources/iot-lab-resource-esp32-idf-docs.json,iot_resources,iot-lab,resource,draft,توثيق ESP-IDF للوحة ESP32,ESP-IDF Programming Guide,إنترنت الأشياء,100,False,True,
iot-lab-resource-esphome,content-source/_normalized/iot-lab/resources/iot-lab-resource-esphome.json,iot_resources,iot-lab,resource,draft,نظام ESPHome,ESPHome,إنترنت الأشياء,110,False,True,
iot-lab-resource-fritzing-software,content-source/_normalized/iot-lab/resources/iot-lab-resource-fritzing-software.json,iot_resources,iot-lab,resource,draft,برنامج فريتزينج,Fritzing Software,إنترنت الأشياء,120,False,True,
iot-lab-resource-fritzing,content-source/_normalized/iot-lab/resources/iot-lab-resource-fritzing.json,iot_resources,iot-lab,resource,draft,برنامج فريتزينج لتصميم الدوائر,Fritzing,إنترنت الأشياء,130,False,True,
iot-lab-resource-home-assistant,content-source/_normalized/iot-lab/resources/iot-lab-resource-home-assistant.json,iot_resources,iot-lab,resource,draft,المساعد المنزلي (Home Assistant),Home Assistant,إنترنت الأشياء,140,False,True,
iot-lab-resource-instructables-circuits,content-source/_normalized/iot-lab/resources/iot-lab-resource-instructables-circuits.json,iot_resources,iot-lab,resource,draft,قسم الدوائر في Instructables,Instructables Circuits,إنترنت الأشياء,150,False,True,
iot-lab-resource-micropython-guide,content-source/_normalized/iot-lab/resources/iot-lab-resource-micropython-guide.json,iot_resources,iot-lab,resource,draft,دليل مايكروبايثون,Micropython Guide,إنترنت الأشياء,180,False,True,
iot-lab-resource-micropython,content-source/_normalized/iot-lab/resources/iot-lab-resource-micropython.json,iot_resources,iot-lab,resource,draft,مايكروبايثون,MicroPython,إنترنت الأشياء,190,False,True,
iot-lab-resource-mosquitto,content-source/_normalized/iot-lab/resources/iot-lab-resource-mosquitto.json,iot_resources,iot-lab,resource,draft,وسيط إكليبس موسكيتو (Eclipse Mosquitto),Eclipse Mosquitto,إنترنت الأشياء,200,False,True,
iot-lab-resource-mqtt-org,content-source/_normalized/iot-lab/resources/iot-lab-resource-mqtt-org.json,iot_resources,iot-lab,resource,draft,الموقع الرسمي لبروتوكول MQTT,MQTT.org,إنترنت الأشياء,210,False,True,
iot-lab-resource-mqtt-spec,content-source/_normalized/iot-lab/resources/iot-lab-resource-mqtt-spec.json,iot_resources,iot-lab,resource,draft,مواصفات بروتوكول MQTT,Mqtt Spec,إنترنت الأشياء,220,False,True,
iot-lab-resource-pinout-xyz,content-source/_normalized/iot-lab/resources/iot-lab-resource-pinout-xyz.json,iot_resources,iot-lab,resource,draft,دليل منافذ راسبيري باي,Raspberry Pi Pinout,إنترنت الأشياء,230,False,True,
iot-lab-resource-random-nerd-tutorials,content-source/_normalized/iot-lab/resources/iot-lab-resource-random-nerd-tutorials.json,iot_resources,iot-lab,resource,draft,شروحات Random Nerd Tutorials,Random Nerd Tutorials,إنترنت الأشياء,240,False,True,
iot-lab-resource-raspberry-pi-docs,content-source/_normalized/iot-lab/resources/iot-lab-resource-raspberry-pi-docs.json,iot_resources,iot-lab,resource,draft,توثيق راسبيري باي,Raspberry Pi Documentation,إنترنت الأشياء,250,False,True,
iot-lab-resource-rpi-guide,content-source/_normalized/iot-lab/resources/iot-lab-resource-rpi-guide.json,iot_resources,iot-lab,resource,draft,دليل البدء مع رازبري باي,Rpi Guide,إنترنت الأشياء,260,False,True,
iot-lab-resource-sparkfun-tutorials,content-source/_normalized/iot-lab/resources/iot-lab-resource-sparkfun-tutorials.json,iot_resources,iot-lab,resource,draft,دروس سبارك فن,SparkFun Tutorials,إنترنت الأشياء,270,False,True,
iot-lab-resource-thingspeak,content-source/_normalized/iot-lab/resources/iot-lab-resource-thingspeak.json,iot_resources,iot-lab,resource,draft,منصة ThingSpeak لإنترنت الأشياء,ThingSpeak IoT Platform,إنترنت الأشياء,280,False,True,
iot-lab-resource-tinkercad-circuits-2,content-source/_normalized/iot-lab/resources/iot-lab-resource-tinkercad-circuits-2.json,iot_resources,iot-lab,resource,draft,محاكي الدوائر من Tinkercad,Tinkercad Circuits,إنترنت الأشياء,290,False,True,
iot-lab-resource-tinkercad-circuits,content-source/_normalized/iot-lab/resources/iot-lab-resource-tinkercad-circuits.json,iot_resources,iot-lab,resource,draft,محاكي الدوائر Tinkercad,,إنترنت الأشياء,170,False,True,
iot-lab-resource-wokwi,content-source/_normalized/iot-lab/resources/iot-lab-resource-wokwi.json,iot_resources,iot-lab,resource,draft,محاكي Wokwi,Wokwi Simulator,إنترنت الأشياء,300,False,True,
language-glossary-accuracy,content-source/_normalized/language/glossary/language-glossary-accuracy.json,language_glossary,language,glossary,draft,الدقة,,تعلم اللغات,10,False,True,
language-glossary-active-listening,content-source/_normalized/language/glossary/language-glossary-active-listening.json,language_glossary,language,glossary,draft,الاستماع النشط,,تعلم اللغات,20,False,True,
language-glossary-ai-language-coach,content-source/_normalized/language/glossary/language-glossary-ai-language-coach.json,language_glossary,language,glossary,draft,مدرب اللغة الذكي,,تعلم اللغات,30,False,True,
language-glossary-cefr-a1,content-source/_normalized/language/glossary/language-glossary-cefr-a1.json,language_glossary,language,glossary,draft,مستوى A1,,تعلم اللغات,40,False,True,
language-glossary-cefr-a2,content-source/_normalized/language/glossary/language-glossary-cefr-a2.json,language_glossary,language,glossary,draft,مستوى A2,,تعلم اللغات,50,False,True,
language-glossary-cefr-b1,content-source/_normalized/language/glossary/language-glossary-cefr-b1.json,language_glossary,language,glossary,draft,مستوى B1,,تعلم اللغات,60,False,True,
language-glossary-cefr-b2,content-source/_normalized/language/glossary/language-glossary-cefr-b2.json,language_glossary,language,glossary,draft,مستوى B2,,تعلم اللغات,70,False,True,
language-glossary-cefr-c1,content-source/_normalized/language/glossary/language-glossary-cefr-c1.json,language_glossary,language,glossary,draft,مستوى C1,,تعلم اللغات,80,False,True,
language-glossary-cefr-c2,content-source/_normalized/language/glossary/language-glossary-cefr-c2.json,language_glossary,language,glossary,draft,مستوى C2,,تعلم اللغات,90,False,True,
language-glossary-chunking,content-source/_normalized/language/glossary/language-glossary-chunking.json,language_glossary,language,glossary,draft,تجميع الكلمات,,تعلم اللغات,100,False,True,
language-glossary-collocation,content-source/_normalized/language/glossary/language-glossary-collocation.json,language_glossary,language,glossary,draft,المتلازمات اللفظية,,تعلم اللغات,110,False,True,
language-glossary-comprehensible-input,content-source/_normalized/language/glossary/language-glossary-comprehensible-input.json,language_glossary,language,glossary,draft,المدخلات المفهومة,,تعلم اللغات,120,False,True,
language-glossary-fluency,content-source/_normalized/language/glossary/language-glossary-fluency.json,language_glossary,language,glossary,draft,الطلاقة,,تعلم اللغات,130,False,True,
language-glossary-glossary-1,content-source/_normalized/language/glossary/language-glossary-glossary-1.json,language_glossary,language,glossary,draft,مصطلح Glossary 1,Glossary 1,تعلم اللغات,140,False,True,
language-glossary-glossary-10,content-source/_normalized/language/glossary/language-glossary-glossary-10.json,language_glossary,language,glossary,draft,مصطلح Glossary 10,Glossary 10,تعلم اللغات,150,False,True,
language-glossary-glossary-11,content-source/_normalized/language/glossary/language-glossary-glossary-11.json,language_glossary,language,glossary,draft,مصطلح Glossary 11,Glossary 11,تعلم اللغات,160,False,True,
language-glossary-glossary-12,content-source/_normalized/language/glossary/language-glossary-glossary-12.json,language_glossary,language,glossary,draft,مصطلح Glossary 12,Glossary 12,تعلم اللغات,170,False,True,
language-glossary-glossary-13,content-source/_normalized/language/glossary/language-glossary-glossary-13.json,language_glossary,language,glossary,draft,مصطلح Glossary 13,Glossary 13,تعلم اللغات,180,False,True,
language-glossary-glossary-14,content-source/_normalized/language/glossary/language-glossary-glossary-14.json,language_glossary,language,glossary,draft,مصطلح Glossary 14,Glossary 14,تعلم اللغات,190,False,True,
language-glossary-glossary-15,content-source/_normalized/language/glossary/language-glossary-glossary-15.json,language_glossary,language,glossary,draft,مصطلح Glossary 15,Glossary 15,تعلم اللغات,200,False,True,
language-glossary-glossary-16,content-source/_normalized/language/glossary/language-glossary-glossary-16.json,language_glossary,language,glossary,draft,مصطلح Glossary 16,Glossary 16,تعلم اللغات,210,False,True,
language-glossary-glossary-17,content-source/_normalized/language/glossary/language-glossary-glossary-17.json,language_glossary,language,glossary,draft,مصطلح Glossary 17,Glossary 17,تعلم اللغات,220,False,True,
language-glossary-glossary-18,content-source/_normalized/language/glossary/language-glossary-glossary-18.json,language_glossary,language,glossary,draft,مصطلح Glossary 18,Glossary 18,تعلم اللغات,230,False,True,
language-glossary-glossary-19,content-source/_normalized/language/glossary/language-glossary-glossary-19.json,language_glossary,language,glossary,draft,مصطلح Glossary 19,Glossary 19,تعلم اللغات,240,False,True,
language-glossary-glossary-2,content-source/_normalized/language/glossary/language-glossary-glossary-2.json,language_glossary,language,glossary,draft,مصطلح Glossary 2,Glossary 2,تعلم اللغات,250,False,True,
language-glossary-glossary-20,content-source/_normalized/language/glossary/language-glossary-glossary-20.json,language_glossary,language,glossary,draft,مصطلح Glossary 20,Glossary 20,تعلم اللغات,260,False,True,
language-glossary-glossary-3,content-source/_normalized/language/glossary/language-glossary-glossary-3.json,language_glossary,language,glossary,draft,مصطلح Glossary 3,Glossary 3,تعلم اللغات,270,False,True,
language-glossary-glossary-4,content-source/_normalized/language/glossary/language-glossary-glossary-4.json,language_glossary,language,glossary,draft,مصطلح Glossary 4,Glossary 4,تعلم اللغات,280,False,True,
language-glossary-glossary-5,content-source/_normalized/language/glossary/language-glossary-glossary-5.json,language_glossary,language,glossary,draft,مصطلح Glossary 5,Glossary 5,تعلم اللغات,290,False,True,
language-glossary-glossary-6,content-source/_normalized/language/glossary/language-glossary-glossary-6.json,language_glossary,language,glossary,draft,مصطلح Glossary 6,Glossary 6,تعلم اللغات,300,False,True,
language-glossary-glossary-7,content-source/_normalized/language/glossary/language-glossary-glossary-7.json,language_glossary,language,glossary,draft,مصطلح Glossary 7,Glossary 7,تعلم اللغات,310,False,True,
language-glossary-glossary-8,content-source/_normalized/language/glossary/language-glossary-glossary-8.json,language_glossary,language,glossary,draft,مصطلح Glossary 8,Glossary 8,تعلم اللغات,320,False,True,
language-glossary-glossary-9,content-source/_normalized/language/glossary/language-glossary-glossary-9.json,language_glossary,language,glossary,draft,مصطلح Glossary 9,Glossary 9,تعلم اللغات,330,False,True,
language-glossary-grammar-in-context,content-source/_normalized/language/glossary/language-glossary-grammar-in-context.json,language_glossary,language,glossary,draft,القواعد في السياق,,تعلم اللغات,340,False,True,
language-glossary-idiom,content-source/_normalized/language/glossary/language-glossary-idiom.json,language_glossary,language,glossary,draft,المصطلح,,تعلم اللغات,350,False,True,
language-glossary-immersion,content-source/_normalized/language/glossary/language-glossary-immersion.json,language_glossary,language,glossary,draft,الانغماس,,تعلم اللغات,360,False,True,
language-glossary-intonation,content-source/_normalized/language/glossary/language-glossary-intonation.json,language_glossary,language,glossary,draft,التنغيم,,تعلم اللغات,370,False,True,
language-glossary-language-acquisition,content-source/_normalized/language/glossary/language-glossary-language-acquisition.json,language_glossary,language,glossary,draft,اكتساب اللغة,,تعلم اللغات,380,False,True,
language-glossary-language-exchange,content-source/_normalized/language/glossary/language-glossary-language-exchange.json,language_glossary,language,glossary,draft,تبادل اللغات,,تعلم اللغات,390,False,True,
language-glossary-language-learning,content-source/_normalized/language/glossary/language-glossary-language-learning.json,language_glossary,language,glossary,draft,تعلم اللغة,,تعلم اللغات,400,False,True,
language-glossary-minimal-pairs,content-source/_normalized/language/glossary/language-glossary-minimal-pairs.json,language_glossary,language,glossary,draft,الأزواج الدنيا,,تعلم اللغات,410,False,True,
language-glossary-mother-tongue-interference,content-source/_normalized/language/glossary/language-glossary-mother-tongue-interference.json,language_glossary,language,glossary,draft,تأثير اللغة الأم,,تعلم اللغات,420,False,True,
language-glossary-passive-listening,content-source/_normalized/language/glossary/language-glossary-passive-listening.json,language_glossary,language,glossary,draft,الاستماع السلبي,,تعلم اللغات,430,False,True,
language-glossary-phrasal-verb,content-source/_normalized/language/glossary/language-glossary-phrasal-verb.json,language_glossary,language,glossary,draft,الفعل المركب,,تعلم اللغات,440,False,True,
language-glossary-pronunciation,content-source/_normalized/language/glossary/language-glossary-pronunciation.json,language_glossary,language,glossary,draft,النطق,,تعلم اللغات,450,False,True,
language-glossary-self-correction,content-source/_normalized/language/glossary/language-glossary-self-correction.json,language_glossary,language,glossary,draft,التصحيح الذاتي,,تعلم اللغات,460,False,True,
language-glossary-shadowing,content-source/_normalized/language/glossary/language-glossary-shadowing.json,language_glossary,language,glossary,draft,التظليل (Shadowing),Shadowing,تعلم اللغات,470,False,True,
language-glossary-spaced-repetition,content-source/_normalized/language/glossary/language-glossary-spaced-repetition.json,language_glossary,language,glossary,draft,التكرار المتباعد,,تعلم اللغات,480,False,True,
language-glossary-stress,content-source/_normalized/language/glossary/language-glossary-stress.json,language_glossary,language,glossary,draft,النبر,,تعلم اللغات,490,False,True,
language-glossary-vocabulary-in-context,content-source/_normalized/language/glossary/language-glossary-vocabulary-in-context.json,language_glossary,language,glossary,draft,المفردات في السياق,,تعلم اللغات,500,False,True,
language-prompt-accent-coach,content-source/_normalized/language/prompts/language-prompt-accent-coach.json,language_prompts,language,prompt,draft,مدرب اللهجات,,تعلم اللغات,10,False,True,
language-prompt-cultural-context,content-source/_normalized/language/prompts/language-prompt-cultural-context.json,language_prompts,language,prompt,draft,السياق الثقافي,,تعلم اللغات,20,False,True,
language-prompt-daily-journal,content-source/_normalized/language/prompts/language-prompt-daily-journal.json,language_prompts,language,prompt,draft,يومياتي,,تعلم اللغات,30,False,True,
language-prompt-debate-opponent,content-source/_normalized/language/prompts/language-prompt-debate-opponent.json,language_prompts,language,prompt,draft,خصم للمناظرة,,تعلم اللغات,40,False,True,
language-prompt-email-drafter,content-source/_normalized/language/prompts/language-prompt-email-drafter.json,language_prompts,language,prompt,draft,صائغ الإيميلات,,تعلم اللغات,50,False,True,
language-prompt-grammar-checker,content-source/_normalized/language/prompts/language-prompt-grammar-checker.json,language_prompts,language,prompt,draft,مصحح القواعد,,تعلم اللغات,60,False,True,
language-prompt-idiom-explainer,content-source/_normalized/language/prompts/language-prompt-idiom-explainer.json,language_prompts,language,prompt,draft,شارح المصطلحات,,تعلم اللغات,70,False,True,
language-prompt-listening-comprehension,content-source/_normalized/language/prompts/language-prompt-listening-comprehension.json,language_prompts,language,prompt,draft,فهم المسموع,,تعلم اللغات,80,False,True,
language-prompt-paragraph-improver,content-source/_normalized/language/prompts/language-prompt-paragraph-improver.json,language_prompts,language,prompt,draft,محسن الفقرات,,تعلم اللغات,90,False,True,
language-prompt-phrasal-verb-story,content-source/_normalized/language/prompts/language-prompt-phrasal-verb-story.json,language_prompts,language,prompt,draft,قصة الأفعال المركبة,,تعلم اللغات,100,False,True,
language-prompt-presentation-prep,content-source/_normalized/language/prompts/language-prompt-presentation-prep.json,language_prompts,language,prompt,draft,التحضير للعروض,,تعلم اللغات,110,False,True,
language-prompt-prompt-1,content-source/_normalized/language/prompts/language-prompt-prompt-1.json,language_prompts,language,prompt,draft,ممارسة المحادثة اليومية,Prompt 1,تعلم اللغات,120,False,True,
language-prompt-prompt-10,content-source/_normalized/language/prompts/language-prompt-prompt-10.json,language_prompts,language,prompt,draft,تكوين الجمل,Prompt 10,تعلم اللغات,130,False,True,
language-prompt-prompt-2,content-source/_normalized/language/prompts/language-prompt-prompt-2.json,language_prompts,language,prompt,draft,تدقيق القواعد,Prompt 2,تعلم اللغات,140,False,True,
language-prompt-prompt-3,content-source/_normalized/language/prompts/language-prompt-prompt-3.json,language_prompts,language,prompt,draft,توسيع المفردات,Prompt 3,تعلم اللغات,150,False,True,
language-prompt-prompt-4,content-source/_normalized/language/prompts/language-prompt-prompt-4.json,language_prompts,language,prompt,draft,محاكاة مقابلة عمل,Prompt 4,تعلم اللغات,160,False,True,
language-prompt-prompt-5,content-source/_normalized/language/prompts/language-prompt-prompt-5.json,language_prompts,language,prompt,draft,التدريب على الاستماع,Prompt 5,تعلم اللغات,170,False,True,
